sentence_id	main_code	definition_id	sentence_order	nan_sentence	nan_tailo	zh_xc	english_via_gpt4_zh_translation
7431	7229	9842	1	伊有帶病，面色才會遐歹看。	I ū tài-pēnn, bīn-sik tsiah ē hiah pháinn-khuànn. 	他患病，臉色才會那麼難看。	He is sick, that's why his face looks so bad.
7432	7230	9843	1	代誌會舞甲變按呢攏是予伊帶衰的。	Tāi-tsì ē bú kah piàn án-ne lóng sī hōo i tài-sue--ê. 	事情會搞得這麼糟都是因為他帶晦氣引起。	The situation got so bad because of the bad luck he brought.
7433	7231	9844	1	老康健	lāu khong-kiān	年紀大身體還很健康	Despite being old, the body is still very healthy.
7434	7233	9846	1	我腹肚疼甲強強欲接載袂牢。	Guá pak-tóo thiànn kah kiōng-kiōng beh tsih-tsài bē tiâu. 	我的肚子痛得幾乎無法忍受。	My stomach hurts so much that it's almost unbearable.
7435	7234	9847	1	你毋通遐𠢕張掇。	Lí m̄-thang hiah gâu tiunn-tuah. 	你不要那麼會使性子。	Don't lose your temper so easily.
7436	7235	9848	1	聽伊講遐的話，我聽甲強欲起性地。	Thiann i kóng hiah--ê uē, guá thiann kah kiōng-beh khí-sìng-tē. 	聽到他講的那些話，我聽得幾乎要發脾氣。	Hearing what he said, I was almost angry.
7437	7236	9849	1	用鳥鼠張仔來張鳥鼠。	Īng niáu-tshí-tng-á lâi tng niáu-tshí. 	用捕鼠器來捕老鼠。	Use a mousetrap to catch mice.
7438	7237	9850	1	彼个佇偏僻的所在搶劫的強盜已經予警察掠著矣。	Hit ê tī phian-phiah ê sóo-tsāi tshiúnn-kiap ê kiông-tō í-king hōo kíng-tshat lia̍h--tio̍h--ah. 	那位在偏僻處搶劫的強盜已經被警察抓到了。	The robber who robbed in the remote place has been caught by the police.
7439	7239	9852	1	伊欠人真濟錢，不時有債主佇巷仔口張等伊。	I khiàm lâng tsin tsē tsînn, put-sî ū tsè-tsú tī hāng-á-kháu tng-tán--i. 	他欠人家很多錢，經常有債主在巷口堵他還錢。	He owes a lot of money to people, and often has creditors blocking him at the alleyway asking for repayment.
7440	7243	9856	1	伊昨暝予人強摃一萬箍去。	I tsa-mê hōo lâng kiông-kòng tsi̍t bān khoo khì. 	他昨晚遭人強搶了一萬元。	He was robbed of ten thousand yuan last night.
7441	7243	9857	1	伊的行為若親像強摃仝款。	I ê hîng-uî ná tshin-tshiūnn kiông-kòng kāng-khuán. 	他的行為就像強盜一樣。	His behavior is like that of a robber.
7442	7244	9858	1	你按呢講會得罪足濟人。	Lí án-ne kóng ē tik-tsuē tsiok tsē lâng. 	你這樣講會得罪很多人。	What you're saying will offend a lot of people.
7443	7246	9860	1	𪜶某是帶膭娶的。	In bóo sī tuà-kuī tshuā--ê. 	他太太婚前已懷孕。	His wife was pregnant before they got married.
7444	7247	9861	1	人講拜菜頭是欲求一个好彩頭。	Lâng kóng pài tshài-thâu sī beh kiû tsi̍t ê hó tshái-thâu. 	人家說拜蘿蔔是為了討個好兆頭。	People say that worshiping radishes is for seeking good omens.
7445	7249	9863	2	搬徙	puann-suá	搬移	move
7446	7249	9863	3	徙位	suá-uī	移位	Shift
7447	7249	9863	4	徙栽	suá-tsai	移植	Transplant
7448	7250	9864	1	你徛佇遐創啥物？	Lí khiā tī hia tshòng siánn-mih? 	你站在那裡做什麼？	What are you doing standing there?
7449	7250	9865	1	你徛佗位？	Lí khiā tó-uī? 	你住哪裡？	Where do you live?
7450	7250	9866	1	頭前徛一枝電火柱仔。	Thâu-tsîng khiā tsi̍t ki tiān-hué-thiāu-á. 	前面豎立了一根電線桿。	A utility pole stands in front.
7451	7250	9867	1	這間厝徛我的名。	Tsit king tshù khiā guá ê miâ. 	這間房子登記我的名字。	This house is registered under my name.
7452	7250	9868	1	徛館	khiā kuán	建館	Building a library
7453	7250	9868	2	徛冊店	khiā tsheh-tiàm	開書店	Open a bookstore
7454	7250	9869	1	徛股	khiā kóo	分立股份	Split shares
7455	7250	9870	1	徛頭	khiā-thâu	居首位的人	The person in first place
7456	7250	9871	1	門徛	mn̂g khiā	門框兩邊的直木	The vertical wood on both sides of the door frame
7457	7250	9872	1	一徛石條	tsi̍t khiā tsio̍h liâu	一根石柱	A stone pillar
7458	7251	9873	1	伊從舊年到今攏無頭路。	I tsîng kū-nî kàu-tann lóng bô thâu-lōo. 	他從去年到現在都沒有工作。	He has been unemployed since last year until now.
7459	7252	9874	1	服從	ho̍k-tsiông		
7460	7252	9875	1	從伊所願	tsiông i sóo guān		
7461	7252	9876	1	從今以後	tsiông kim í-āu		
7462	7253	9877	1	這个人悾悾。	Tsit ê lâng khong-khong. 	這個人腦筋不清不楚。	This person's mind is unclear.
7463	7254	9878	1	談情說愛	tâm tsîng suat ài		
7464	7255	9879	1	惜面皮	sioh bīn-phuê	重視面子	Value face (as in reputation or dignity)
7465	7255	9880	1	伊真惜囝。	I tsin sioh kiánn. 	他很疼子女。	He loves his children very much.
7466	7256	9881	1	心臟噗噗惝。	Sim-tsōng pho̍k-pho̍k-tshíng. 	心臟噗噗跳。	The heart is pounding.
7467	7257	9882	1	戛番仔火	khiat huan-á-hué	劃火柴點火	Strike a match to light a fire.
7468	7258	9883	1	挲頭殼	so thâu-khak	撫摸頭部	Stroke the head
7469	7258	9884	1	挲圓仔	so înn-á	搓湯圓	Making glutinous rice balls
7470	7258	9885	2	挲豬油	so ti-iû	抹豬油	Spread lard
7471	7258	9886	1	這件代誌你去共𪜶小挲一下。	Tsit kiānn tāi-tsì lí khì kā in sió so--tsi̍t-ē. 	這件事情你去安撫他們一下。	Go and comfort them about this matter.
7472	7259	9887	1	我緊欲捥棉被來曝日。	Guá kín beh ńg mî-phuē lâi pha̍k-ji̍t. 	我趕著抱棉被去晒太陽。	I hurried to sunbathe the quilt.
7473	7260	9888	1	捧屎抹面	phóng-sái-buah-bīn	捧著屎往臉上抹。比喻自取其辱。	Smearing shit on one's own face. It's a metaphor for bringing shame upon oneself.
7474	7260	9889	1	一捧瓜子	tsi̍t phóng kue-tsí		
7475	7262	9891	1	提番仔火來戛火。	The̍h huan-á-hué lâi khiat-hué. 	拿火柴來點火。	Bring the matches to light the fire.
7476	7263	9892	1	伊有夠惜皮，一空仔囝爾爾就哀甲大細聲。	I ū-kàu sioh-phuê, tsi̍t-khang-á-kiánn niā-niā tō ai kah tuā-sè siann. 	他非常怕痛，一點小傷口就大聲嚷讓。	He is very afraid of pain, and even a small wound makes him scream loudly.
7477	7264	9894	1	這張圖由我來徛名。	Tsit tiunn tôo iû guá lâi khiā-miâ. 	這幅字畫由我來題字落款。	I will inscribe and sign this calligraphy painting.
7478	7264	9895	1	這份公文愛麻煩你徛名。	Tsit hūn kong-bûn ài mâ-huân lí khiā-miâ. 	這份公文要勞煩您署名。	Please sign this official document.
7479	7265	9896	1	阿足仔誠惜囝，連小可代誌嘛毋甘予𪜶囝做。	A-tsiok--á tsiânn sioh-kiánn, liân sió-khuá tāi-tsì mā m̄ kam hōo in kiánn tsò. 	阿足很疼愛她的兒子，連一點小事都捨不得讓他兒子去做。	Ah Zu loves her son very much, she can't bear to let him do even the smallest things.
7480	7266	9897	1	坐遮好好，你莫閣徙位矣啦！	Tsē tsia hó-hó, lí mài koh suá-uī--ah--lah! 	坐在這兒好好的，你不要再挪位置了啦！	Sit here properly, don't move your position anymore!
7481	7268	9899	1	伊自來就毋捌破病。	I tsū-lâi tō m̄ bat phuà-pēnn. 	他從來都不曾生病。	He has never been sick before.
7482	7269	9900	1	從到今我攏毋捌看過天頂落雪。	Tsîng-kàu-tann guá lóng m̄ bat khuànn-kuè thinn-tíng lo̍h seh. 	我從來沒看過下雪。	I have never seen snow.
7483	7270	9901	1	伊共𪜶囝惜命命。	I kā in kiánn sioh-miā-miā. 	他對他的孩子十分疼惜。	He is very fond of his child.
7484	7274	9905	1	遮久矣都還袂出來，規氣捨施你。 	Tsiah kú--ah to hîng bē--tshut-lâi, kui-khì siá-sì--lí. 	這麼久了都還不出來，乾脆給你算了。	It's been so long and you still haven't come out, just forget it then.
7485	7277	9908	1	伊真惜面皮，無愛予人講閒仔話。	I tsin sioh bīn-phuê, bô ài hōo lâng kóng îng-á-uē. 	他很愛面子，不喜歡讓別人說閒話。	He is very concerned about face and doesn't like others to gossip about him.
7486	7278	9909	1	阮這間厝是欲稅人做徛家的。	Guán tsit king tshù sī beh suè lâng tsò khiā-ke--ê. 	這間房子是要租給人家當住家的。	This house is for rent as a residence.
7487	7279	9910	1	遮的花栽欲徙栽去公園內面。	Tsia--ê hue-tsai beh suá-tsai khì kong-hn̂g lāi-bīn. 	這些花苗要移植到公園裡面。	These seedlings need to be transplanted into the park.
7488	7280	9911	1	挲草是真艱苦的工課。	So-tsháu sī tsin kan-khóo ê khang-khuè. 	除去田中雜草是很辛苦的工作。	Removing weeds from the field is very hard work.
7489	7281	9912	1	做人愛守本份，才會當佇社會上佮人徛起。	Tsò-lâng ài siú pún-hūn, tsiah ē-tàng tī siā-huē-siōng kah lâng khiā-khí. 	為人處世要守本份，才能在社會上立足。	One must abide by their principles in dealing with people and affairs in order to establish a foothold in society.
7490	7281	9913	1	這个所在真好徛起。	Tsit ê sóo-tsāi tsin hó khiā-khí. 	這個地方生活舒適方便。	This place is comfortable and convenient to live in.
7491	7282	9914	1	伊哪會變做悾悾，到底是發生啥物代誌？	I ná ē piàn-tsò khong-khong, tàu-té sī huat-sing siánn-mih tāi-tsì? 	他怎麼會變成傻傻的，到底發生什麼事？	How did he become so foolish, what on earth happened?
7492	7283	9915	1	這種無情理的話，干焦你才講會出來。	Tsit tsióng bô tsîng-lí ê uē, kan-na lí tsiah kóng ē tshut--lâi. 	這種無理的話，只有你才說得出來。	Only you could say such unreasonable things.
7493	7286	9918	1	一日徙栽，三日徛黃。	Tsi̍t ji̍t suá tsai, sann ji̍t khiā-n̂g. 	樹木被移植之後，有一段時間會出現暫時性枯黃的現象。引申用來勸人不要沒有定性，否則很難有所成就。	After trees are transplanted, there is a period of time when they will temporarily appear withered and yellow. This is used metaphorically to advise people not to be fickle, otherwise it will be difficult to achieve anything.
7494	7288	9921	1	攏是伊佇遐咧挲圓捏扁。	Lóng sī i tī hia teh so-înn tēnn-pínn. 	都是他在那邊任意處理。	He is the one handling everything arbitrarily over there.
7495	7289	9922	1	王議員去予人挲圓仔湯才無閣參選。	Ông gī-uân khì hōo lâng so-înn-á-thng tsiah bô koh tsham-suán. 	王議員被人利益勸退才未繼續參選。	Councilor Wang was persuaded to retire for the sake of others' interests and did not continue to run for election.
7496	7290	9923	1	伊對你有情意。	I tuì lí ū tsîng-ì. 	他對你有感情。	He has feelings for you.
7497	7291	9924	1	你真正有夠悾歁。	Lí tsin-tsiànn ū-kàu khong-khám. 	你真的很笨。	You are really stupid.
7498	7293	9926	1	小徙跤咧，人咧摒掃。	Sió suá-kha--leh, lâng teh piànn-sàu. 	稍微移動一下腳步，人家在打掃。	Please move your feet a bit, someone is cleaning.
7499	7295	9928	1	伊去予人拍甲真悽慘。	I khì hōo lâng phah kah tsin tshi-tshám. 	他被人打得很慘。	He was beaten up very badly by someone.
7500	7296	9929	1	我予伊害甲悽慘落魄。	Guá hōo i hāi kah tshi-tshám-lo̍k-phik. 	我被他害得慘兮兮。	He did me a terrible harm.
7501	7298	9931	1	替伊買的物件若無提錢來，就徛算是送伊的。	Thè i bé ê mi̍h-kiānn nā bô the̍h tsînn lâi, tō khiā-sǹg sī sàng--i--ê. 	替他買的東西若沒有拿錢來，就當做是送給他的。	If he doesn't pay for the things bought for him, consider it as a gift to him.
7502	7299	9932	1	徛算講伊較毋捌代誌，你小讓伊一下。	Khiā-sǹg-kóng i khah m̄-bat tāi-tsì, lí sió niū--i--tsi̍t-ē. 	姑念他較不懂事，你稍微讓他一下。	Considering that he is less sensible, you should cut him some slack.
7503	7301	9934	1	遮的兵仔逐工攏愛徛衛兵。	Tsia-ê ping-á ta̍k kang lóng ài khiā-uē-ping. 	這些士兵每天都要站衛兵。	These soldiers have to stand guard every day.
7504	7301	9935	1	彼箍毋成囝又閣來查某宿舍門口徛衛兵矣。	Hit khoo m̄-tsiânn-kiánn iū-koh lâi tsa-bóo sok-sià mn̂g-kháu khiā-uē-ping--ah. 	那個小混混又來女生宿舍門口站衛兵了。	That little ruffian is standing guard at the entrance of the girls' dormitory again.
7505	7302	9937	1	伊真歹睏癖，若徙鋪就睏袂去。	I tsin pháinn khùn-phiah, nā suá-phoo tō khùn bē khì. 	他的睡癖很差，只要換房間就睡不著。	His sleep habits are very poor, he can't sleep whenever he changes rooms.
7506	7304	9939	1	伊的成績佇阮彼年級攏是徛頭的。	I ê sîng-tsik tī guán hit nî-kip lóng sī khiā-thâu--ê. 	他的成績在我們那個年級都是第一名。	His grades are the best in our grade.
7507	7307	9942	1	伊這款悾顛的情形已經半冬矣。	I tsit khuán khong-tian ê tsîng-hîng í-king puànn tang--ah. 	他這樣瘋瘋癲癲的情形已經半年了。	He has been in this crazy state for half a year now.
7508	7308	9943	1	欲做就較情願咧。	Beh tsò tō khah tsîng-guān--leh. 	要做就甘願一點。	If you want to do it, be willing to give a little more.
7509	7310	9945	1	赤鯮挲鹽較好煎。	Tshiah-tsang so-iâm khah hó tsian. 	赤鯮魚要抹鹽較好煎。	It's better to salt the red snapper before frying it.
7510	7311	9946	1	棉被先捲起來才收入去袋仔內。	Mî-phuē sing kńg--khì-lâi tsiah siu ji̍p-khì tē-á lāi. 	棉被先捲起來再收進袋子裡。	Roll up the quilt first, then put it into the bag.
7511	7311	9947	1	伊予海水捲去矣。	I hōo hái-tsuí kńg--khì--ah. 	他被海水捲去了。	He was swept away by the sea.
7512	7312	9948	1	桌布愛較捷洗咧。	Toh-pòo ài khah tsia̍p sé--leh. 	抹布要常常洗。	The rag should be washed frequently.
7513	7313	9949	1	出力對大腿共伊捻落去。	Tshut-la̍t tuì tuā-thuí kā i liàm--lo̍h-khì. 	對著大腿用力捏下去。	Squeeze your thigh hard.
7514	7313	9949	2	捻喙䫌	liàm tshuì-phué	捏臉頰	Pinch cheeks
7515	7313	9950	1	我想欲捻一塊粿來食看覓。	Guá siūnn-beh liàm tsi̍t tè kué lâi tsia̍h khuànn-māi. 	我想要捏取一塊糕來吃看看。	I want to grab a piece of cake to try.
7516	7313	9951	1	捻菜	liàm tshài	摘菜	Pick vegetables
7517	7313	9951	2	捻花	liàm hue	摘花	Pick flowers
7518	7314	9952	1	高麗菜捻	ko-lê-tshài liām	高麗菜的莖頭	The head of the cabbage
7519	7314	9953	1	兩捻龍眼	nn̄g liām lîng-gíng	兩串龍眼	Two bunches of longan
7520	7315	9954	1	我都猶未食半喙咧，你就捽了了矣！	Guá to iáu-buē tsia̍h puànn tshuì--leh, lí tō sut-liáu-liáu--ah! 	我都還沒吃半口，你一下子就吃光光了！	I haven't even had a bite yet, and you've already finished everything!
7521	7315	9955	1	伊去予人捽甲流血流滴。	I khì hōo lâng sut kah lâu-hueh-lâu-tih. 	他被人鞭打到皮破血流。	He was whipped until his skin was broken and bleeding.
7522	7316	9956	1	捾菜籃仔	kuānn tshài-nâ-á	提菜籃	Carry vegetable basket
7523	7316	9956	2	捾水	kuānn tsuí	提水	Fetch water
7524	7316	9957	1	桶捾	tháng-kuānn	桶子的提把	The handle of the bucket
7525	7316	9958	1	一大捾的荔枝	tsi̍t tuā kuānn ê nāi-tsi	一大串的荔枝	A big bunch of lychees
7526	7316	9958	2	一捾珠仔捾	tsi̍t kuānn tsu-á kuānn	一串串珠	A string of pearls
7527	7316	9959	1	伊的跤捾水。	I ê kha kuānn-tsuí. 	他的腳有水氣。指腳水腫。	His feet have edema. His toes are swollen.
7528	7316	9959	2	捾跤氣	kuānn kha-khì	腳氣病	Athlete's foot
7529	7317	9960	1	伊共鼎蓋掀起來，看內面是啥物。	I kā tiánn-kuà hian--khí-lâi, khuànn lāi-bīn sī siánn-mi̍h. 	他把鍋蓋揭開來，看看裡面是什麼。	He lifted the lid of the pot to see what was inside.
7530	7317	9961	1	學英文愛定定掀字典，才會進步。	O̍h Ing-bûn ài tiānn-tiānn hian jī-tián, tsiah ē tsìn-pōo. 	學英文要常常查字典，才會進步。	To improve in English, you need to frequently look up words in the dictionary.
7531	7317	9962	1	伊的底細予人掀出來矣。	I ê té-sè hōo lâng hian--tshut-lâi--ah. 	他的底細被人家揭穿了。	His secret was exposed by others.
7532	7318	9963	1	麻煩你掂一下看偌重。	Mâ-huân lí tìm--tsi̍t-ē khuànn guā tāng. 	麻煩你掂掂看看有多重。	Could you please weigh this and see how heavy it is?
7533	7319	9964	1	掃塗跤	sàu thôo-kha	掃地	Sweep the floor
7534	7319	9965	1	伊會講話共人掃。	I ē kóng-uē kā lâng sàu. 	他會講話駁斥別人。	He speaks to refute others.
7535	7320	9966	1	挕掉	hìnn-tiāu	丟掉	Throw away
7536	7320	9966	2	燒掉	sio-tiāu		
7537	7320	9966	3	洗掉	sé-tiāu		
7538	7321	9967	1	椅仔排無好勢，看著真亂。	Í-á pâi bô hó-sè, khuànn tio̍h  tsin luān. 	椅子沒排好，看起來很亂。	The chairs are not arranged properly, it looks very messy.
7539	7321	9968	1	第九排	tē-káu pâi		
7540	7321	9970	1	彼兩項物件排鬥陣。	Hit nn̄g hāng mi̍h-kiānn pâi tàu-tīn. 	那兩樣東西並列在一起。	Those two things are placed side by side.
7541	7321	9971	1	水路若窒起來，水就排袂出去矣。	Tsuí lōo nā that--khí-lâi, tsuí tō pâi bē tshut--khì--ah. 	水道要是塞住了，水就疏導不出去了。	If the waterway is blocked, the water can't be drained out.
7542	7322	9972	1	掖種	iā-tsíng	播種	Sowing
7543	7322	9973	1	物件掖甲規四界。	Mi̍h-kiānn iā kah kui sì-kè. 	東西散落一地。	Things are scattered all over the place.
7544	7323	9974	2	軟塗深掘	nńg-thôo-tshim-ku̍t	引申為欺負好人或欺人太甚。	Extended to mean bullying good people or bullying too much.
7545	7324	9975	1	衫愛用衫仔弓掛起來。	Sann ài iōng sann-á-king kuà--khí-lâi. 	衣服要用衣架掛起來。	Clothes should be hung on hangers.
7546	7324	9976	1	掛手環	kuà tshiú-khuân	戴手鐲	Wear a bracelet
